series,name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Military expenditure (% of GDP),Uganda,UGA,..,..,0.121393787,0.396015475,0.697558545,1.21399177,1.541603631,1.741207121,1.922402159,1.956391518,2.114038013,3.717771412,4.355868545,3.747120763,3.885341666,3.025522697,3.413966412,2.182491987,2.108109079,1.808651138,2.376648107,2.023854034,1.889322618,2.145588454,3.224352061,3.940316335,4.309176121,4.510622,3.829353469,3.485539587,3.335653285,2.950545328,2.161173592,1.933967898,2.317755501,2.292613111,2.313466857,2.279431218,2.534810607,2.84361193,2.481440874,2.321654155,2.357756278,2.404721874,2.309870169,2.403722358,2.197952161,2.050946116,2.190146634,1.699719569,3.236277537,3.457834685,1.818273657,1.756110571,1.745697284,1.649397214,1.661977214,..
Military expenditure (% of GDP),Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.46535782,2.50047966,2.828505582,3.287577065,4.124671889,3.355004613,2.982168265,3.636149821,2.863999216,2.774899252,2.848390089,2.597120363,2.792489331,2.771591813,2.870002817,2.672911727,2.945108365,2.742030822,2.258323327,2.353437002,2.392918909,3.0211448,3.973258827,3.67198141,..
Military expenditure (% of GDP),United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.231250302,5.299481134,5.012801249,5.631571668,5.612105047,4.875526903,4.692310724,4.611473885,3.656477456,3.225972542,3.28052137,3.668022985,5.457107235,6.038592209,5.466314526,5.075556494,6.034686252,5.643651351,..,..,..
Military expenditure (% of GDP),United Kingdom,GBR,6.343041412,6.190022143,6.210393713,6.082126186,5.899067585,5.756799452,5.588717004,5.576792793,5.313323755,4.920792648,4.648215827,4.539927703,4.624636318,4.387739522,4.533753671,4.775381152,4.628621089,4.403047422,4.232914485,4.185259512,4.489463054,4.457141795,4.812695462,4.826610444,4.926054775,4.758479322,4.525165058,4.191440132,3.768974595,3.613956986,3.562321232,3.681790403,3.456342889,3.211234729,3.024573401,2.564830617,2.448121821,2.298058438,2.250076567,2.188418509,2.139412063,2.178811022,2.242745461,2.30283208,2.25003454,2.187936837,2.134789041,2.146215747,2.269984044,2.430573716,2.379299148,2.300661993,2.19736237,2.075385409,1.956479966,1.866604509,1.821552979,..
Military expenditure (% of GDP),United States,USA,8.352659672,8.487129416,8.656585688,8.189007203,7.467629046,6.968804626,7.800245399,8.755715446,8.565729443,7.985390725,7.42143205,6.410680185,6.053963939,5.485146117,5.546527206,5.234104811,4.847338632,4.838320747,4.635845896,4.645606261,4.827624755,5.290885331,6.386444687,5.871851445,5.728200583,5.93928683,6.124085134,5.916717879,5.579929593,5.374717221,5.120251576,4.539845285,4.666264687,4.326925453,3.941286854,3.63848926,3.350744012,3.209903218,3.017635938,2.908393909,2.933432016,2.944343646,3.249551766,3.607287847,3.785570066,3.844230435,3.808200528,3.847044079,4.220046469,4.636792441,4.665615102,4.583975977,4.238744607,3.832509651,3.499699815,3.289106814,3.281630451,..
Military expenditure (% of GDP),Upper middle income,UMC,..,..,2.050050833,2.173737324,2.063526524,..,..,2.306869863,2.350379391,2.366387309,2.449224596,2.346075443,2.204796148,2.113823094,2.77559298,3.430834272,3.576032726,3.558121948,3.41329968,2.696984861,2.455952966,2.765208997,2.795200281,2.944891186,2.721082456,2.756502096,2.781079019,2.738054979,2.677700665,2.613291411,2.368384836,2.11657284,2.475993189,2.265615874,2.212808361,2.161267118,2.075767804,2.025941394,1.842246276,1.893135957,1.845356776,1.960658929,2.051884223,2.014580452,1.934593114,1.928809466,1.926459107,1.887117949,1.912208393,2.112496276,1.94988977,1.863990784,1.931933357,1.965028192,1.978218951,2.042115416,2.02333554,..
Military expenditure (% of GDP),Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,2.348993289,2.836962919,4.585522215,4.424219441,3.633120851,3.901775674,3.786841402,3.890670386,4.696108629,6.423587817,6.52737921,5.382137461,4.574025437,4.303573219,4.121516224,3.039363672,3.165103981,3.529126068,3.53109715,2.39713886,2.849516349,2.792398358,2.577706272,2.71463971,2.805941719,2.399717832,2.258134519,2.394459652,2.435974942,2.502577187,2.530137823,2.237547997,2.040729697,2.000383757,2.006177553,1.777168544,1.869524959,1.82261339,1.875807851,1.719748942,1.803669825,1.816551302,1.807429455,1.820588137,1.854260996,..
Military expenditure (% of GDP),Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.527491769,1.108038547,1.234188966,1.402495828,..,1.637649977,1.151780934,0.834782696,0.597786003,0.538919074,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),"Venezuela, RB",VEN,2.7226787,1.284633244,2.065153632,2.301309115,2.175192824,2.340106381,2.336979021,2.553434369,2.350843855,2.185475256,2.075427971,2.408653749,2.483564229,2.162355893,2.078014605,2.273311472,1.638773246,1.771841802,1.783263372,1.663119653,1.495606007,1.339180884,1.989626603,2.555347857,2.368562,1.415361063,1.705057406,1.688251443,1.876744177,2.839435143,1.568724387,1.901784435,1.698354782,2.21688452,1.643862952,1.600788325,1.074193288,1.79528715,1.588588016,1.437199004,1.526570129,1.555107911,1.153373596,1.182690627,1.288301812,1.411439033,1.633757629,1.289306336,1.370437899,1.220338899,0.853924398,0.753524678,1.302331847,1.430909738,1.156027629,..,..,..
Military expenditure (% of GDP),Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.588850174,5.13618677,7.286512654,7.91085687,5.595317246,3.374588355,2.258694691,2.649355305,..,..,..,..,..,..,..,..,2.128641129,2.01437984,1.780960852,1.938364584,2.304757337,2.156372927,2.26520867,2.305049337,1.982099947,2.156886368,2.176849795,2.285507647,2.361155697,2.442960753,..
Military expenditure (% of GDP),Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),World,WLD,6.01023591,5.978114718,5.977466417,5.660549957,5.233235416,4.991387553,5.360467784,5.788562041,5.678619507,5.293098574,4.754709255,4.300017874,4.068305209,3.675158785,3.705026064,3.721907214,3.575185391,3.666726784,3.49819683,3.433712001,3.468302619,3.734112071,4.235654797,4.063819156,4.034969793,4.085766897,3.782740322,3.671032953,3.41640932,3.311048358,3.199374295,2.954850139,2.903002267,2.73279179,2.554849336,2.36816206,2.300712614,2.2947399,2.23959565,2.190050416,2.174727426,2.220891699,2.325736571,2.385381668,2.384474193,2.382598128,2.348578449,2.312683891,2.381787531,2.611867262,2.509829291,2.402941858,2.363260189,2.300315815,2.250751591,2.260166942,2.228128943,..
Military expenditure (% of GDP),"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.551183444,7.011218859,7.277043191,7.063920416,8.398759041,6.350578483,5.281345941,5.805752597,6.081568704,5.172722436,4.915392365,5.481014692,6.89560795,6.854552052,5.301366496,4.868317012,4.308466835,4.850723487,4.445829498,5.653648497,4.685557034,4.926461703,4.573884277,4.079527404,3.966891088,..,..,..
Military expenditure (% of GDP),Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.00141959,2.361458731,3.702789435,2.953997403,2.326184992,4.195269403,3.723310394,2.554108151,2.955769676,1.561882115,1.719245351,1.451688393,1.051809549,1.007661035,..,1.648318463,..,..,..,..,1.580899606,1.674406236,1.613645798,1.652418863,1.552422316,1.441530462,1.382592765,1.317606823,1.357852118,1.359739114,1.633869373,1.753234112,1.421893019,..
Military expenditure (% of GDP),Zimbabwe,ZWE,..,..,..,..,..,1.189535927,1.322411282,1.360055318,2.06812666,2.422770542,2.438692621,2.28804457,2.182819519,2.625890446,2.977026496,3.399445845,4.626743597,6.538153477,7.991312622,8.520588302,6.629117191,4.864334254,5.122544869,5.560874217,5.677626761,5.486708763,5.503798884,5.823875877,5.208717154,4.931017229,4.739397624,4.351684272,4.389413023,3.805714584,3.597615618,3.696948282,3.409856204,3.650828138,4.779780068,3.840762567,5.176415468,4.230245333,10.67467005,3.401080363,4.411259311,2.283146597,2.970298939,..,..,..,0.969181223,1.640193477,2.234665388,2.308473599,2.316398336,2.31024026,2.154427516,..
