name,code,series_code,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bulgaria,BGR,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3223,8092099151","3370,5294167357","3439,0284893888","3548,132386308","3660,06912821","3758,3402785179","3917,5150570367","4148,5940896629","4597,4757390125","4498,552280878","4162,8159827076","3849,1865587511","3607,7939153346","3582,8563555771","3660,4022214856","3781,9037448712","3862,2818692265","3843,1225249924","4004,2634092974","3800,8741420998","4011,0958404745","4265,5602622247","4621,5048684664","4894,7818856957","5255,1791790669","5678,0479440595","6107,7068038195","6625,0287325509","6914,398897151","6709,5277633409","6843,2632888532","7019,1780153524","7062,1371172626","7162,9948243639","7299,5524447107","7612,0249477845","7967,7087019161",..
Burkina Faso,BFA,gdp_pc,GDP per capita (constant 2010 US$),"238,854562361","245,1985826617","256,7771744027","250,1178520376","252,2618318136","257,9150775353","255,2815312488","273,3002182456","276,9742042335","277,774091102","273,3315155123","272,4104603688","273,8369546432","270,1828957374","287,264561674","290,3731086484","309,1538506892","304,2422268175","311,8341787858","316,4377465915","311,8915690838","317,6075452554","339,5632918848","332,2601799108","318,1024319225","336,4115864136","353,8880190061","343,970454997","354,4889764745","352,6778595538","341,3526171899","362,4789199513","353,6687860141","356,1288633541","351,1044586789","361,1214219673","389,9654458805","403,2169436167","420,7234544295","439,2997263975","434,7633304442","450,452280722","456,7341349108","478,304352302","485,3074043428","511,9675904611","527,9623494887","541,2686950467","563,4470650613","562,8419354007","575,4464526877","595,3932480864","615,0970843384","631,6121843581","639,709550664","645,3698434606","663,9067120335",..
Burundi,BDI,gdp_pc,GDP per capita (constant 2010 US$),"214,13695447","181,2176774922","193,9532398493","198,1222215536","206,2894359718","209,8035062483","214,2711364872","237,7556025505","231,1709214499","222,7248131291","265,2291799775","268,6442075872","248,6977905435","263,2720844018","258,4625884739","256,5158151558","271,8429572205","296,5561070166","286,8181825231","284,3611898795","279,9589654609","306,1015235352","295,1747802782","298,2041699453","290,6602187746","315,8728506977","316,7423052425","324,379639218","330,8669221203","326,1822839339","329,1577809672","337,708351238","333,9432189339","307,1234810222","290,3198178205","263,2708503805","239,0396326507","232,5068723139","240,6275981519","234,6848500233","228,2475687152","227,4281110307","230,9961542043","221,2274824556","224,5155531693","219,1865502013","223,4035902588","226,3044415029","229,8347014379","230,053170925","231,1943256492","233,5181260391","235,7052878612","239,3310654351","243,1019117905","226,5280582085","218,2835283802",..
Cabo Verde,CPV,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"673,8226401443","718,3787301412","724,5524212049","777,6236288224","791,3169561839","844,2265261037","854,5968410626","878,4989475328","917,6854240503","954,0208394042","941,8014247194","933,0532366626","1008,7143635706","1067,0663448261","1237,7397557779","1377,419608453","1496,6096738952","1624,7029662031","1787,9991207273","1946,8513973454","2179,9848065693","2185,2538223738","2257,3166720237","2310,4944197256","2505,1725050989","2639,3826376714","2813,1854037469","3202,3792644463","3378,6461966637","3300,5509862099","3312,825984809","3405,7818603034","3403,0310815133","3389,9400042029","3369,6427086553","3364,179969759","3452,9462124976",..
Cambodia,KHM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"316,102167852","333,2614203898","343,4726326305","351,2894660713","360,6645910121","368,8730306598","402,8736381545","428,5059056325","454,0764478536","475,0537273038","506,7027946281","550,0999397297","613,2790098975","669,0363308994","726,460579564","763,6913923231","752,977918475","785,6928841378","827,9784081179","874,1614886572","923,7263407737","972,9792447991","1024,8723425744","1079,1135407797",..
Cameroon,CMR,gdp_pc,GDP per capita (constant 2010 US$),"956,4560409665","947,8252378347","955,9103779428","970,0550609488","982,0522476071","979,1422767498","1000,5547502081","870,2732199904","903,1805442544","924,1843794447","928,959997816","936,8702762022","937,0888772988","961,3555834322","1036,1014778012","1121,2523515918","1030,3358364118","1139,0037104538","1350,002997989","1390,0113676854","1322,6083584615","1502,4077340518","1566,7319229976","1623,5400302032","1691,6518120336","1772,0723202144","1833,9899448145","1739,5931259054","1554,7220040238","1480,7568519622","1349,632653668","1261,0393568626","1187,6585324666","1063,4614976346","1056,9890102816","1065,1195258122","1083,2848219705","1111,5513801131","1132,9520257022","1152,354548242","1163,4314101868","1183,4380700828","1201,9120825634","1224,1610258481","1272,8512037474","1264,1543996196","1272,8826736043","1299,2909284478","1308,2354985374","1300,8414403227","1309,1222080195","1326,6460148876","1349,9517130895","1385,2354366903","1428,2156732913","1469,6377414656","1495,4433620291",..
Canada,CAN,gdp_pc,GDP per capita (constant 2010 US$),"17664,2047977764","17861,9356037122","18780,5641274009","19389,1556165185","20301,6599125299","21260,6315344154","22242,4187095327","22482,6497126774","23294,3023931422","24188,4262649615","24629,2155640412","25262,441349947","26216,5912772608","27571,2925344797","28080,9407198531","28057,0478870696","29128,014087297","29783,2679243917","30651,6325534712","31502,0442956108","31769,7834948216","32477,2955364203","31060,6449969893","31549,8017039538","33099,3744457844","34345,6139602814","34737,2753181857","35689,034220536","36791,7596379727","36981,2787726276","36489,2663535682","35231,0212060472","35108,5190377961","35648,4779876294","36893,9818855308","37569,4682404423","37765,7324508268","38967,9531013893","40131,7018339628","41856,0455923901","43638,2831548145","43964,9545940366","44883,828395515","45239,8113906795","46170,9201965306","47181,5623940446","48035,0357919049","48552,6964313308","48510,5677732731","46543,7921999113","47447,4760241936","48456,9645742468","48724,2458003308","49359,4224695765","50221,8419821739","50303,8368476727","50407,3413301242",..
Caribbean small states,CSS,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,"4794,1783513379","4882,4967700252","5095,0535888067","5296,0799650736","5510,4499679812","5547,053937261","5974,4719617229","5851,6582539245","5626,7045094514","5505,1933015666","5431,6365208235","5600,988979872","5881,1030822188","6014,9619871093","5876,9502842821","5877,0500449588","5926,7542299321","5671,0101955719","5589,3956927374","5485,5418499055","5460,5916677071","5473,3103053317","5547,8992988065","5769,6671019863","5839,7467081336","5881,9509369298","5820,4897173321","5929,3298956824","6032,1570016219","6162,7881651334","6317,3447792002","6463,2116981966","6602,041346987","6818,2291920391","7017,1879315197","7108,6134986055","7327,1641343263","7717,6012633336","7987,6713817333","8228,6578001439","8734,1918888313","8959,1804942935","9030,543753854","8656,9167465979","8726,3261536331","8766,8494477213","8822,0452328099","8903,240827679","8877,6680744572","8817,878081547","8737,7968845948",..
Cayman Islands,CYM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,gdp_pc,GDP per capita (constant 2010 US$),"601,8524934712","621,0420386483","587,4392458834","572,5814943355","573,3735077769","567,4621067979","559,5647762117","573,5600641413","569,4397793606","597,2743937838","599,0124016706","594,1226075981","582,9502232107","582,7611618123","607,5690310246","597,3743562124","616,0744445396","624,9626719996","617,3692942892","586,8626769795","545,5195985455","521,7659292294","545,2839645137","486,0433303848","517,0578228021","523,4048094332","529,5184735087","492,7215220291","490,9903529669","490,1668140266","468,6906734793","454,5290783444","414,1761251154","404,4069491325","412,9996415127","431,4986708529","404,2249520839","415,7873116007","425,6396801289","431,472541135","411,9381743436","421,6591987664","428,4772286325","397,8113268774","414,0302309762","410,4148360966","422,4386822351","434,2504725001","436,0737159357","437,6013835595","446,4434493752","458,3327732749","475,6673874671","300,479581664","302,5463692036","314,9265173917","325,7202917832",..
Central Europe and the Baltics,CEB,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7153,4576279444","6483,2582002069","6385,7841700965","6481,6951863816","6752,8441121652","7149,7718346556","7486,3635788938","7723,1913864663","7948,3771813528","8121,3617474221","8504,0149399646","8813,5064834219","9178,8132211129","9616,690255991","10182,0656599675","10714,048597797","11446,3845536965","12224,9772534748","12722,0441752853","12279,483985521","12567,1283124459","13001,0907072496","13104,8707516738","13307,0346071036","13729,4409605481","14284,2711767517","14754,554969611",..
Chad,TCD,gdp_pc,GDP per capita (constant 2010 US$),"696,2769275188","692,4529850622","715,3433022316","690,1190825834","659,744314824","651,0954092153","627,4617520319","620,74477153","606,5101249232","635,7067823472","634,1690565798","606,182670222","598,8457130101","535,6654761091","549,3280775397","585,8694378515","591,1450802335","592,7396319734","578,8449034105","445,9834834622","410,5308597333","405,9832956554","418,1629403551","472,3165787822","469,8369163497","556,7752984104","518,6208327885","490,7793233482","548,8754416728","557,3475967459","517,1346398768","543,6388357957","568,7343431556","464,2854963488","494,9998680969","484,7580876717","479,0421251061","489,0952614947","505,1620853421","484,0825587101","462,5285997774","497,3468033916","519,2766503958","573,3343743503","737,9875274223","835,1955416635","812,0086003065","811,0162818756","808,889003871","815,9680472154","896,5697341139","867,9990631676","914,1186510955","934,7025459648","967,1027773118","953,5914070562","859,6485715263",..
Channel Islands,CHI,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,gdp_pc,GDP per capita (constant 2010 US$),"3806,8057288218","3918,3670366451","3986,7232361238","4127,3188776101","4140,772497242","4089,7770765329","4451,6445752507","4514,6005892898","4579,3008559542","4663,4982731944","4656,6243274259","5000,595728371","4861,1166667993","4537,1959325415","4568,0187451403","3913,9650552707","4000,2229906153","4350,4965870917","4615,0774155025","4928,7008040076","5242,3301364698","5499,9957244305","4819,76211504","4507,4279924487","4618,7478024577","4726,9056678953","4899,4217950897","5128,9592030356","5413,325324619","5851,4834450044","5947,7648280095","6309,4576477842","6904,3304442664","7247,0535355621","7498,8520887837","8051,4865900599","8479,8752785862","8987,6195219614","9254,7947886696","9100,999171455","9469,1104676206","9666,4760548547","9852,8339284954","10141,7319820518","10754,306601667","11249,8679032326","11833,952018896","12285,0483830444","12588,6912225","12268,441153072","12860,1776447469","13518,7650782475","14109,1433263683","14551,0444209227","14701,9538878154","14907,1163933524","15019,6329654969",..
China,CHN,gdp_pc,GDP per capita (constant 2010 US$),"191,7911799102","140,9134992351","131,9633714767","142,0219554445","163,9913252266","187,2746315686","201,523242004","185,0759274737","172,9137524398","196,7401268894","228,3177028236","237,8138383935","240,881888918","253,7143729601","254,2674846659","271,5994764924","263,2306221094","279,3245467514","307,7661947052","326,768369194","347,8874130355","361,2247106491","387,7455809083","423,593498768","481,3645957593","538,6908272663","578,1840403662","635,494603029","695,5990544111","713,6895275904","730,7724890448","787,8674351563","888,911004119","1000,6118097535","1118,4995774817","1227,5564069152","1335,362680112","1443,7747418541","1542,0641299666","1645,9879956788","1771,7415057954","1905,6107801095","2065,7185792561","2258,9121054105","2472,586555694","2738,2054599526","3069,3047809514","3487,8457656101","3805,0259986638","4142,0382859787","4560,5125860093","4971,544928635","5336,0601431986","5721,693818888","6108,2387749486","6496,6240125552","6893,776361339",..
Colombia,COL,gdp_pc,GDP per capita (constant 2010 US$),"2213,2228261664","2260,898574216","2313,929989794","2310,7024214692","2390,5627283923","2390,2543698412","2443,7871321791","2472,2473989791","2556,4270451941","2648,8920410455","2759,9269556503","2852,9507983757","3000,8926553906","3131,3877582626","3238,23315979","3237,6126018628","3317,6671170165","3377,6931329951","3581,0300146118","3688,701474209","3753,4352030963","3752,0698344753","3702,6883482011","3677,7395238377","3718,0963894967","3751,1496754941","3887,6542346231","4013,528484364","4093,9924591929","4152,1927323323","4319,930368477","4336,6626017067","4472,6861907906","4497,9822574511","4679,241687572","4841,3670428678","4862,067960065","4951,2463267926","4904,7480972805","4629,4979439956","4764,1676566108","4774,9755181744","4825,8319070854","4945,9578763604","5139,9765283786","5312,0822508767","5596,7346351274","5910,2922680611","6048,0944164721","6078,3153399351","6250,6549257458","6592,4021995403","6789,5253726003","7051,0401367548","7291,6917292814","7446,1822595832","7525,855325711",..
Comoros,COM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"873,1453139751","878,9744608289","908,3719280643","926,2427111227","938,1588601891","932,8967132311","923,2348820038","911,2171858855","908,430772679","853,8546318293","871,2490294672","800,364752209","843,6137967829","844,1646354332","777,1288937574","782,9677297963","751,9239347025","761,4621780388","751,1293390257","746,092406923","806,42947328","805,1555285744","804,2113183758","801,7987557953","798,010571543","801,333459921","803,1130479843","790,3674769005","774,6849212611","770,9947110841","769,1742882605","770,3227581035","774,4709893845","782,5169021235","779,8398218911","769,4773779707","768,4389602482",..
"Congo, Dem. Rep.",COD,gdp_pc,GDP per capita (constant 2010 US$),"988,981571683","859,7042656514","1015,7560910335","1041,4075813286","989,4293211071","972,4904887355","1009,7796588376","971,7359215001","985,1603348918","1046,85939795","1015,5363671574","1047,5721846662","1021,4724732487","1075,6093554255","1079,8245389297","998,1929131766","918,8496922411","899,5521606825","827,3416092943","808,0007124471","803,9443179617","802,0870181118","778,8895849183","770,7660551643","793,4574345722","776,8432975567","792,2173895111","791,6405960701","772,9495693912","739,8737125464","668,3274081854","589,888933854","507,7164035768","422,504043287","391,5077172118","381,7178221614","367,4346327807","338,4118081574","325,4139587437","304,3366479519","276,2166828196","263,0512686168","262,972797533","269,243780884","278,4767861869","286,2915770189","291,9714364825","300,2918287748","308,6528083645","307,1091633732","318,0757515966","328,7505691586","340,7140234545","357,3932320211","378,4666250564","391,5051923439","387,9707572837",..
"Congo, Rep.",COG,gdp_pc,GDP per capita (constant 2010 US$),"1429,9979753788","1510,2581945991","1547,834960294","1446,4778726116","1461,7123488106","1474,6273469636","1454,0590223416","1444,1283069342","1511,0997403049","1579,0146787234","1630,607646888","1704,7783939068","1795,6790065762","1884,3389250694","1971,4635648727","2060,6429140325","2018,708096122","1785,0190360966","1844,3281138489","1967,4849374927","2248,0570154043","2567,7633679796","3081,7660562723","3168,0487725858","3292,4265530817","3162,2022195473","2864,0921602085","2791,5631908956","2764,4172951698","2760,264507079","2713,1012851811","2703,5190046096","2699,5730974435","2600,9894750024","2391,3103263596","2418,4267474692","2452,1380748292","2368,3401327185","2387,5612976623","2260,7298237914","2364,6129178485","2387,8486358844","2430,2851450582","2383,3591232535","2395,8196209351","2503,3120546057","2573,5098811239","2447,511634057","2496,5023080367","2595,7484992311","2737,3423302299","2751,910680177","2782,1118821784","2806,3474323355","2922,973184742","2925,5277484266","2798,0660968083",..
Costa Rica,CRI,gdp_pc,GDP per capita (constant 2010 US$),"2856,5311778077","2729,1576475351","2847,1474574865","2879,0231353721","2895,9972935276","3075,4557498456","3211,3249861579","3287,6170999103","3456,8898221913","3545,3032953041","3707,0964529842","3855,1793338212","4066,1709241737","4272,7681569153","4399,8181502906","4381,2146072623","4506,7270244368","4783,0260489507","4951,7593375857","5061,1038260151","4965,5471213456","4725,0586051393","4264,3234512695","4269,9526023539","4415,6707630257","4346,5257813261","4481,8252242067","4671,1888744145","4730,4481708564","4847,5964727214","4911,5543343692","4911,511823455","5228,4957126856","5459,0679904629","5563,0224267937","5651,6804047106","5585,1386771153","5758,2759963562","6020,7617672038","6125,9032683209","6230,4794891361","6332,8369089988","6434,3921310693","6606,1564910165","6792,109874871","6954,0392055861","7351,86086835","7841,9258424372","8095,3097259221","7911,7951996015","8199,4146206803","8449,962611715","8753,2256242245","8852,4011214219","9077,4148049876","9406,7567913551","9714,0998969118",..
Cote d'Ivoire,CIV,gdp_pc,GDP per capita (constant 2010 US$),"1205,2606326316","1276,4765055544","1242,7329832783","1367,3236563929","1545,8732711786","1441,024823714","1548,5865719244","1560,9515275629","1692,1635822202","1782,1773935284","1886,6215710597","1975,7343400251","1966,8482769965","1987,8343990529","1978,0037247651","2042,9671891414","2202,09099252","2256,9342598836","2391,9238823578","2341,6610882086","1994,7151081432","1976,2825337176","1896,9607822875","1747,9397973118","1632,6456639288","1639,9587354517","1629,9956680623","1565,4378292915","1527,1561221228","1517,0696364263","1448,033637228","1398,2202404204","1346,7980727103","1298,8441891063","1266,5315967639","1314,1199411638","1372,7902014725","1382,621588405","1410,7383926268","1396,9995538882","1336,4296095336","1310,2864717102","1264,2223058297","1224,9683413945","1218,1203496868","1216,2084712049","1210,6682107441","1207,0871886264","1211,6238427928","1223,5106165958","1219,7490955152","1138,6649567401","1229,7782002766","1305,7092273973","1384,9103494431","1469,7301783459","1552,7704197963",..
Croatia,HRV,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8475,1357704716","9322,3532107723","9772,2558620696","10111,2239477279","9900,0586630855","10570,139583272","10898,6869877335","11470,4838245849","12108,00265207","12605,1884848499","13121,1808182387","13755,2384446105","14476,6759598785","14778,9057526104","13704,4443440657","13505,7458630323","13899,2910130516","13636,8721403156","13529,4148038079","13517,8348696867","13935,9524070109","14452,1430277933",..
Cuba,CUB,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,"2249,0825832666","2399,5095633753","2472,0337986358","2514,9280008984","2501,7036218439","2703,0644843865","2818,1866974868","3034,8884833149","3209,5152975826","3222,5734868885","3048,2492912281","3630,2989417459","3937,5610834368","4133,5208094459","4438,8836024725","4480,2700130326","4447,0081834544","4297,2953138145","4409,3121762037","4394,0189066773","4225,9439754328","3745,2305271241","3289,9819984867","2784,725496727","2790,098673946","2844,1205373761","3051,6828421774","3121,5387672514","3112,3452951786","3291,3044941941","3473,2434938622","3572,3960579421","3613,1363566983","3741,2064083445","3949,3477984125","4385,0024843495","4908,8793322677","5261,8967261905","5475,5810710349","5550,7059729728","5676,1414026991","5824,1036278516","5985,2015309423","6133,4737267356","6182,7737025768","6444,9801131694",..,..
